x0,x1,label
-3.3925066,-37.370945,Pure
2.6573486,27.226982,Armind
15.151526,43.80482,Armind
16.448551,45.51238,Armind
-0.98562086,36.877895,Armind
17.345507,48.895943,Armind
-27.674591,40.25586,Armind
-30.726274,-37.94091,FSOE
-8.543864,-25.866352,FSOE
-3.6884031,-14.8462925,FSOE
-29.094515,-6.2842216,FSOE
-50.613544,10.865223,FSOE
-30.775253,-5.151849,FSOE
-8.281831,-23.853756,Pure
-13.445011,18.510586,Pure
-38.58495,-12.317662,Pure
-27.19609,-33.435593,Pure
-26.973358,-33.132874,Pure
-48.39484,-16.331436,Pure
7.1500716,9.060809,Coldharbour
7.215225,8.88545,Coldharbour
5.8971367,-23.549032,Coldharbour
26.506119,7.393392,Coldharbour
10.46395,-32.392548,Coldharbour
10.395503,2.5969355,Coldharbour
-6.9431715,-19.309177,FSOE
-45.818924,-28.798811,FSOE
-46.14611,-31.590092,FSOE
-48.830246,-25.236023,FSOE
-54.514423,-28.972181,FSOE
-54.403175,-29.113602,FSOE
-15.333266,-2.7285523,Pure
-9.359227,-1.578982,Pure
-16.25074,-3.0398064,Pure
-9.317266,-33.948498,Pure
-11.585378,-37.955402,Pure
-11.162707,-40.728825,Pure
8.943901,-28.27853,Coldharbour
5.298664,-24.911316,Coldharbour
-0.02127013,12.987954,Coldharbour
-46.722256,19.80869,Coldharbour
17.12483,17.296108,Coldharbour
0.11557082,9.771145,Coldharbour
17.566849,-16.04448,Coldharbour
7.98323,-38.52332,Coldharbour
9.913507,-27.817696,Coldharbour
8.702327,-42.27175,Coldharbour
16.66098,-44.279564,Coldharbour
16.551268,-43.685684,Coldharbour
14.106567,-38.6319,Coldharbour
15.186115,-26.317759,Coldharbour
11.4770355,-9.420431,Coldharbour
15.725497,11.8573675,Coldharbour
0.48161364,8.95949,Coldharbour
2.15138,9.196503,Coldharbour
36.61393,-28.109373,FSOE
-51.919018,-13.197575,FSOE
-52.45156,-13.411359,FSOE
-37.21692,9.617884,FSOE
-26.07393,-17.161062,FSOE
-27.901163,-0.47353932,FSOE
-25.204906,33.142673,WAO138
-28.087282,29.810518,WAO138
-29.648458,19.067327,WAO138
-29.642977,26.237963,WAO138
-10.839956,39.54233,WAO138
-24.8026,33.92852,WAO138
-17.264217,-10.710289,FSOE
-24.097927,-24.561287,FSOE
-30.560202,-23.405388,FSOE
-30.471825,-5.5814247,FSOE
-52.3901,7.1930537,FSOE
-51.81633,7.6077194,FSOE
-10.66355,40.09784,WAO138
-23.577576,19.805758,WAO138
-35.02943,27.754051,WAO138
-46.32983,25.470022,WAO138
-14.422811,40.01175,WAO138
-24.895563,21.832523,WAO138
30.621063,5.8938446,Armind
17.341093,20.843668,Armind
2.2566223,11.306211,Armind
11.682378,19.295868,Armind
26.119741,21.666956,Armind
13.409313,17.676199,Armind
48.896076,-0.7781364,Anjunabeats
52.03646,-15.367014,Anjunabeats
27.333622,-8.158136,Anjunabeats
40.270027,-23.366245,Anjunabeats
52.883404,12.211956,Anjunabeats
58.818115,0.48360023,Anjunabeats
-8.350863,-27.018986,FSOE
-41.695766,-13.283039,FSOE
-47.238274,15.444062,FSOE
-44.062794,-14.022947,FSOE
-50.281258,13.22262,FSOE
-45.423313,21.100649,FSOE
49.888767,-2.1567895,Anjunabeats
49.706482,-15.040891,Anjunabeats
14.003637,-10.623042,Anjunabeats
56.192398,-4.929017,Anjunabeats
52.64704,2.8955195,Anjunabeats
53.973614,4.4870105,Anjunabeats
-23.993155,-13.149378,FSOE
-44.97745,-22.928667,FSOE
0.28427416,10.427731,FSOE
-41.960133,-16.203648,FSOE
-42.493244,-17.078827,FSOE
-14.829566,15.418312,FSOE
-37.351547,33.3702,Armind
-19.805275,38.70025,Armind
0.6129116,40.412853,Armind
-28.338755,39.481827,Armind
10.332576,39.032677,Armind
-36.12054,35.52341,Armind
-6.644517,-19.294699,Pure
-35.010506,-26.650385,Pure
-45.80761,-25.322075,Pure
-13.768226,-41.751743,Pure
-19.47274,-40.760803,Pure
-12.523659,-40.799095,Pure
46.376038,-8.620599,Anjunabeats
46.599667,-8.558503,Anjunabeats
44.324707,-12.953705,Anjunabeats
40.16798,-12.503598,Anjunabeats
42.328915,-16.329845,Anjunabeats
57.03524,-6.895259,Anjunabeats
-41.421936,-27.584711,Pure
0.3637914,-25.563126,Pure
-10.443321,-20.256594,Pure
-34.30063,-28.17053,Pure
-32.85009,-36.682144,Pure
-32.17763,-38.513275,Pure
35.788155,-12.86408,Anjunabeats
23.701605,-9.789077,Anjunabeats
36.326984,-11.792935,Anjunabeats
57.822594,2.7346685,Anjunabeats
57.23479,7.795193,Anjunabeats
41.17182,-16.734127,Anjunabeats
-9.167127,-15.998303,Coldharbour
-15.486508,-1.7680049,Coldharbour
12.570549,-15.719907,Coldharbour
-9.070414,-0.6276562,Coldharbour
-12.421605,0.0906028,Coldharbour
-45.589207,-24.024004,Coldharbour
-29.603409,-27.212193,Pure
-26.330393,-31.335367,Pure
-27.769072,-37.367012,Pure
-23.774233,-36.41717,Pure
-35.049397,-32.611317,Pure
-38.955746,-33.928265,Pure
36.465733,-2.5267189,Anjunabeats
42.82301,14.421192,Anjunabeats
27.635323,-15.237944,Anjunabeats
36.319077,8.745581,Anjunabeats
28.216352,32.550144,Anjunabeats
27.151033,32.472218,Anjunabeats
-33.87759,33.12032,WAO138
-13.322637,31.647253,WAO138
-34.437717,32.272583,WAO138
-16.447317,37.436043,WAO138
-5.017787,44.083286,WAO138
20.237404,-7.8600273,WAO138
-3.5961452,44.47531,Armind
24.044731,48.927704,Armind
25.007114,50.465343,Armind
5.156018,17.098284,Armind
-2.1666858,45.07716,Armind
29.59741,45.244713,Armind
-50.047047,-24.064198,Pure
-14.42386,-31.407673,Pure
-31.928478,-24.926025,Pure
-50.481922,-31.725576,Pure
-52.96049,-24.892998,Pure
-51.65193,-27.02985,Pure
-35.031406,-3.4020758,FSOE
-35.40542,-5.985874,FSOE
-50.650787,17.875051,FSOE
-36.808735,-5.8418064,FSOE
-50.75102,1.2285279,FSOE
-43.55364,-9.324308,FSOE
-27.521906,-18.8487,Pure
-11.263274,-22.743671,Pure
-27.708015,-14.952347,Pure
-26.413305,7.645833,Pure
-56.80031,-4.533521,Pure
-43.10147,11.721049,Pure
29.547287,25.082184,Armind
24.241264,-2.0451057,Armind
4.0647736,33.810066,Armind
-0.9281093,16.337376,Armind
24.989159,32.529114,Armind
23.919466,34.01201,Armind
-48.963985,-14.648538,Pure
-20.778675,-29.651789,Pure
-51.6759,-10.832994,Pure
-48.148746,-14.616647,Pure
-26.65521,-40.099285,Pure
-49.757668,-26.894478,Pure
-29.020277,-21.589903,FSOE
-33.69171,-27.214382,FSOE
-45.100822,22.527428,FSOE
-49.16139,2.081831,FSOE
-53.197563,5.324138,FSOE
-54.04089,1.9088498,FSOE
-19.530897,17.038738,WAO138
-25.88177,15.499531,WAO138
-29.843077,17.978685,WAO138
-37.51067,15.211456,WAO138
-37.627335,13.601563,WAO138
-58.408863,-5.072115,WAO138
-26.714857,18.466158,WAO138
-22.72231,18.957872,WAO138
-10.329733,38.914227,WAO138
-31.836184,17.058525,WAO138
-26.397223,18.429152,WAO138
-23.336552,31.573513,WAO138
14.336107,0.33700216,Armind
15.851099,1.924681,Armind
39.992893,28.657017,Armind
17.36797,-41.38659,Armind
24.606745,30.343956,Armind
31.418003,12.663936,Armind
-30.097414,40.745434,Armind
-14.7876625,24.652561,Armind
5.6204634,34.90194,Armind
15.948508,30.953539,Armind
2.3193648,30.122477,Armind
-31.580986,37.831196,Armind
46.0823,-12.830165,Anjunabeats
50.314518,1.5802933,Anjunabeats
50.027092,12.167297,Anjunabeats
31.30362,-3.508287,Anjunabeats
31.328857,-4.732754,Anjunabeats
46.06122,14.879232,Anjunabeats
-11.282902,-37.04673,Pure
30.00497,-22.354874,Pure
43.64427,-5.849773,Pure
4.284973,-38.731678,Pure
-0.5266291,-42.98784,Pure
1.1505156,-39.77453,Pure
49.447983,-8.155579,Anjunabeats
49.65918,-18.322351,Anjunabeats
26.717823,-13.849493,Anjunabeats
40.821266,3.3786776,Anjunabeats
45.248474,-5.3925858,Anjunabeats
44.732456,-5.176805,Anjunabeats
16.85565,-6.8195467,Anjunabeats
40.83081,17.17189,Anjunabeats
34.910767,22.089962,Anjunabeats
47.596333,-2.791982,Anjunabeats
47.55176,-2.7937183,Anjunabeats
35.91476,-22.174791,Anjunabeats
-34.038883,7.652082,WAO138
1.5729499,28.728697,WAO138
-12.588764,40.6587,WAO138
-30.110632,27.752388,WAO138
-31.021955,23.906733,WAO138
-26.668411,22.37854,WAO138
27.482426,-28.65709,Anjunabeats
18.511354,24.06112,Anjunabeats
16.205166,25.29827,Anjunabeats
-11.484145,-31.485971,Anjunabeats
40.98079,5.035257,Anjunabeats
42.556946,9.803392,Anjunabeats
-28.755945,-20.84473,FSOE
7.71832,-20.261843,FSOE
-45.814655,23.39118,FSOE
-45.0995,-14.884197,FSOE
-49.46568,-10.061653,FSOE
-9.662751,7.5676622,FSOE
-18.440487,-14.092115,FSOE
21.06179,-8.084189,FSOE
-15.017373,20.365612,FSOE
-40.868084,4.823044,FSOE
-49.525784,-17.487417,FSOE
-49.54448,-17.663189,FSOE
35.516617,1.2239983,Anjunabeats
39.22111,18.629349,Anjunabeats
44.304337,-19.706234,Anjunabeats
24.4951,-11.2929535,Anjunabeats
54.279808,-4.703896,Anjunabeats
48.92215,8.745753,Anjunabeats
35.562614,1.7716504,Armind
24.39548,25.892399,Armind
22.44956,36.18399,Armind
26.018816,37.053234,Armind
26.545593,34.684418,Armind
45.093178,18.205078,Armind
15.589165,51.210808,Armind
15.506139,50.334442,Armind
26.89185,-26.74478,Armind
18.869478,22.373123,Armind
9.370359,18.57286,Armind
18.10935,47.364384,Armind
-39.339756,15.944386,FSOE
-0.49731916,-13.889019,FSOE
-40.029953,-11.676086,FSOE
-57.084827,-3.2712128,FSOE
-55.025433,4.608842,FSOE
-50.02168,-0.25017828,FSOE
3.7676766,1.1068983,Coldharbour
8.908421,39.3697,Coldharbour
8.947097,4.966983,Coldharbour
16.369444,4.2813582,Coldharbour
16.04607,5.609503,Coldharbour
15.625671,5.3607264,Coldharbour
-36.480103,2.4022343,Pure
-17.237171,-33.86439,Pure
-26.56494,-31.820826,Pure
-44.63662,-33.614788,Pure
-45.68529,-33.379,Pure
-45.194016,-33.45848,Pure
-37.648327,-1.8492141,FSOE
-23.596655,-24.783096,FSOE
-19.167997,-18.470129,FSOE
-58.57788,-4.7980447,FSOE
-52.467964,5.3077474,FSOE
-33.124947,11.195986,FSOE
32.47341,5.498567,Coldharbour
33.054996,24.220238,Coldharbour
19.398005,34.851524,Coldharbour
30.407969,32.9145,Coldharbour
46.96009,11.156156,Coldharbour
27.680782,31.651262,Coldharbour
-35.72426,1.6161461,FSOE
-22.698729,-9.73202,FSOE
-5.2807617,-35.54135,FSOE
-44.86485,10.397307,FSOE
-44.507347,-5.646151,FSOE
-53.530605,-0.58753794,FSOE
-33.46208,15.105516,FSOE
10.946558,-24.656635,FSOE
3.5875196,-20.540888,FSOE
-48.74816,1.3637512,FSOE
-49.785965,3.057467,FSOE
-50.200455,1.5065415,FSOE
-18.702848,26.269634,Armind
15.954162,25.460808,Armind
33.33753,35.395634,Armind
30.08667,22.959799,Armind
21.586756,35.675457,Armind
46.090008,7.051782,Armind
-35.853466,25.768772,WAO138
-35.84398,3.115105,WAO138
-33.052605,20.752653,WAO138
-26.066555,28.318357,WAO138
-36.454754,23.896803,WAO138
-41.682114,15.572483,WAO138
-37.01651,33.496426,WAO138
-20.641457,21.548094,WAO138
-12.448064,24.52555,WAO138
-17.422892,33.561222,WAO138
-14.891505,33.35884,WAO138
-13.418699,34.231773,WAO138
-10.2091255,27.235329,Armind
20.992445,49.588318,Armind
16.414843,50.931465,Armind
17.209785,52.100105,Armind
13.081341,48.47367,Armind
20.927046,46.22316,Armind
-44.13506,5.219822,Coldharbour
-12.76548,2.51372,Coldharbour
43.754692,-23.167294,Coldharbour
18.041607,-32.831272,Coldharbour
5.051784,-36.76011,Coldharbour
5.016724,-36.92052,Coldharbour
46.78627,-17.145752,Anjunabeats
30.437788,-9.653678,Anjunabeats
38.95576,-19.261345,Anjunabeats
53.912323,-0.3462839,Anjunabeats
24.189077,-10.492994,Anjunabeats
56.309917,11.514788,Anjunabeats
-35.42101,-24.735527,Pure
-9.166821,-23.737822,Pure
-16.563677,-36.90438,Pure
-16.856058,-33.970654,Pure
-30.735651,-40.251957,Pure
-30.85553,-41.664604,Pure
-35.33381,-3.908735,FSOE
-12.658704,-18.987543,FSOE
-27.837574,-6.312688,FSOE
-43.349976,-5.2682505,FSOE
-42.76737,-8.666344,FSOE
-32.578114,-32.554188,FSOE
-36.414593,12.68568,WAO138
-33.649815,6.9492135,WAO138
19.889013,-4.5615172,WAO138
24.327047,-8.187032,WAO138
-39.928925,8.277769,WAO138
-41.876564,12.320914,WAO138
21.31059,-8.985221,FSOE
3.8834505,-19.72227,FSOE
-46.36256,18.253643,FSOE
-50.597317,12.504294,FSOE
-50.855408,11.962056,FSOE
-45.450405,7.0413604,FSOE
-21.918167,-13.594564,FSOE
-5.3356133,-15.601977,FSOE
-4.0842247,-1.7125183,FSOE
-39.173138,14.736213,FSOE
-55.780487,-5.5428414,FSOE
-45.0971,-4.526516,FSOE
4.732278,26.082527,Armind
-16.358044,26.044022,Armind
-4.6421127,36.20582,Armind
13.611113,40.733025,Armind
14.197077,45.53924,Armind
15.751382,42.910007,Armind
9.46267,-29.33607,Coldharbour
-4.142631,-33.70072,Coldharbour
17.762548,18.245989,Coldharbour
12.17167,16.89944,Coldharbour
13.132243,14.025165,Coldharbour
9.368164,12.094531,Coldharbour
-9.081305,-15.087382,WAO138
-17.538925,-10.488057,WAO138
-46.99983,-34.834747,WAO138
-36.994003,14.12756,WAO138
-51.004013,1.8852742,WAO138
-37.42417,21.593685,WAO138
10.085284,11.335684,WAO138
-15.150691,38.068096,WAO138
-27.15712,12.923917,WAO138
-40.198036,17.42641,WAO138
-41.732624,16.485298,WAO138
-24.143267,31.587053,WAO138
24.283216,35.89374,Armind
20.512035,22.894503,Armind
31.469637,20.441265,Armind
26.770847,23.144318,Armind
28.776192,40.15146,Armind
32.339634,15.877469,Armind
15.332347,-37.325043,Coldharbour
11.628793,-27.988459,Coldharbour
10.614702,-36.3791,Coldharbour
16.532722,-38.38083,Coldharbour
14.773871,-39.090668,Coldharbour
14.676455,-40.55851,Coldharbour
-39.615704,34.494877,WAO138
2.8828917,-23.560274,WAO138
-21.252777,-13.396216,WAO138
-8.464858,23.787066,WAO138
-28.218945,17.452568,WAO138
-42.837856,14.066826,WAO138
-55.98789,-8.671949,FSOE
-7.275961,16.268824,FSOE
-3.3211598,18.132788,FSOE
-4.987839,17.011076,FSOE
-39.252594,-8.984602,FSOE
-39.9738,-11.387654,FSOE
-5.7623086,-42.35813,Pure
-38.125404,-26.408348,Pure
-48.607353,-26.610348,Pure
22.770683,-28.901005,Pure
22.86821,-28.94652,Pure
-51.50273,-23.401503,Pure
-26.219318,38.93152,Armind
11.130771,-27.028175,Armind
33.459656,44.882126,Armind
20.660254,47.25139,Armind
19.258015,49.009144,Armind
13.423978,45.238174,Armind
52.08213,-8.333555,Anjunabeats
37.6418,-13.457772,Anjunabeats
17.910475,-12.496487,Anjunabeats
43.839123,11.445765,Anjunabeats
46.293457,-7.130818,Anjunabeats
51.29528,-8.267146,Anjunabeats
-32.934742,-21.849894,FSOE
-10.426835,-25.000273,FSOE
-32.581184,0.9527287,FSOE
-32.670307,-13.160941,FSOE
-40.963276,-24.308788,FSOE
-41.268665,9.338269,FSOE
-31.747414,-0.20681423,FSOE
-27.668898,-26.905617,FSOE
-33.620674,-33.609604,FSOE
-39.776886,9.723029,FSOE
-52.294296,-14.583659,FSOE
-52.15574,-14.8910055,FSOE
-11.059543,-24.64507,FSOE
-10.266717,-26.020632,FSOE
-27.549557,-15.75978,FSOE
-58.382473,-4.244697,FSOE
-56.549652,-3.2162015,FSOE
-54.112526,-1.7340231,FSOE
-38.04766,-7.8287735,FSOE
-36.92404,-7.743974,FSOE
-36.635788,1.4509649,FSOE
-41.412914,-11.604914,FSOE
-18.594233,-22.461466,FSOE
-19.723383,-22.812025,FSOE
-32.759174,37.80623,WAO138
-35.909233,29.47571,WAO138
-26.75248,39.574688,WAO138
-35.66423,36.753387,WAO138
-28.380342,38.3078,WAO138
-33.2461,36.170296,WAO138
-25.375578,-8.708496,Coldharbour
26.191303,-19.025076,Coldharbour
-1.104235,21.2988,Coldharbour
11.87477,9.546764,Coldharbour
12.324659,16.198866,Coldharbour
-11.826169,-12.797295,Coldharbour
19.153542,-6.889901,Anjunabeats
24.149162,-6.4910226,Anjunabeats
28.259007,22.691473,Anjunabeats
-3.0071664,30.323591,Anjunabeats
26.40736,22.152733,Anjunabeats
12.802857,36.684803,Anjunabeats
-39.181515,-0.4422029,Pure
-30.103195,-23.211952,Pure
-14.713253,-29.82922,Pure
-38.640858,-36.198444,Pure
-32.107952,-33.79152,Pure
-32.06243,-33.995834,Pure
-23.577501,-21.661564,FSOE
-24.418058,-11.989886,FSOE
-51.07569,8.091264,FSOE
-56.80468,4.547544,FSOE
-49.054436,21.324598,FSOE
-48.558323,22.12236,FSOE
-48.58086,4.9679227,FSOE
-47.436092,-1.9833463,FSOE
-46.48605,-7.275566,FSOE
-48.616096,-6.4446435,FSOE
-43.27978,-14.558248,FSOE
-50.447994,-10.024711,FSOE
2.135197,-21.813951,FSOE
-42.443207,7.0116296,FSOE
-48.91955,8.475737,FSOE
-53.41346,-13.112506,FSOE
-53.367336,-12.287422,FSOE
-34.219376,-32.083443,FSOE
-34.928894,-36.006054,FSOE
-29.942053,-18.908356,FSOE
-28.565365,-27.918516,FSOE
-36.393124,-5.46643,FSOE
-51.19172,-4.8368,FSOE
-31.469143,10.342528,FSOE
-27.048403,-15.064919,WAO138
-21.36088,15.283062,WAO138
-23.833136,14.344054,WAO138
-51.672726,-15.977082,WAO138
-38.76831,4.784747,WAO138
-22.282297,14.664917,WAO138
12.354947,-46.64646,Coldharbour
9.471311,-35.514973,Coldharbour
9.78285,-35.388206,Coldharbour
14.423469,-18.913984,Coldharbour
-7.5415783,-35.601383,Coldharbour
12.500105,-45.532425,Coldharbour
30.716553,11.737012,Anjunabeats
44.13453,-11.836843,Anjunabeats
39.799816,-12.847416,Anjunabeats
34.87679,-15.067458,Anjunabeats
33.39952,-11.422838,Anjunabeats
46.83213,9.154442,Anjunabeats
10.0539055,-15.665392,Coldharbour
5.306089,1.5726931,Coldharbour
7.827411,13.718967,Coldharbour
10.753342,13.31339,Coldharbour
9.891859,5.997583,Coldharbour
-9.824315,1.0843546,Coldharbour
-2.4649782,-33.894325,Coldharbour
10.603561,41.130825,Coldharbour
2.2240863,20.250093,Coldharbour
18.119127,7.090645,Coldharbour
18.342304,7.4016476,Coldharbour
0.7256461,12.054877,Coldharbour
-11.904316,-38.275547,Pure
-9.34712,-23.037264,Pure
19.482487,-6.8595853,Pure
-9.648297,-17.604118,Pure
-23.799784,-40.47078,Pure
-23.678507,-40.57082,Pure
37.949627,6.016654,Armind
31.32828,41.914814,Armind
33.13908,-2.1281776,Armind
42.307953,19.885015,Armind
16.728823,29.196596,Armind
29.096737,40.125153,Armind
-36.90389,6.312006,WAO138
-29.22143,-18.560127,WAO138
-56.07868,2.1383433,WAO138
-45.405724,0.33696148,WAO138
-50.38641,3.5924897,WAO138
-52.293354,-4.891176,WAO138
-15.592626,-41.322395,Pure
-1.3715645,-12.929077,Pure
-20.078905,-27.850355,Pure
-31.481174,24.942766,Pure
-15.011723,-41.043064,Pure
-17.227966,-41.53294,Pure
-6.077042,-33.33451,FSOE
-33.53795,26.888248,FSOE
-52.99005,8.746543,FSOE
-43.271145,-2.0250556,FSOE
-45.66165,0.30109772,FSOE
-36.943027,-5.3206396,FSOE
-27.933508,-8.323674,Pure
-19.753891,-29.795027,Pure
-44.418488,-13.689077,Pure
-48.532673,-28.341341,Pure
-34.29435,-36.960842,Pure
-40.52518,-8.205521,Pure
57.90718,-2.4217095,Anjunabeats
15.276191,-17.485636,Anjunabeats
51.013653,-0.37958804,Anjunabeats
44.863228,4.77944,Anjunabeats
55.56207,-8.784139,Anjunabeats
56.185745,-8.069567,Anjunabeats
15.748938,-30.383814,Coldharbour
12.990711,-43.10164,Coldharbour
11.879232,-44.052063,Coldharbour
15.028133,-42.893135,Coldharbour
12.800534,-45.098732,Coldharbour
13.076661,-44.21944,Coldharbour
23.742783,44.706112,Armind
13.417203,49.018208,Armind
24.615355,40.490944,Armind
12.614646,29.570993,Armind
23.37582,40.385834,Armind
18.855179,38.13443,Armind
-27.374334,-40.086433,Pure
-43.4428,-26.556318,Pure
-21.522282,-34.67269,Pure
-50.88545,-28.884918,Pure
-50.4209,-28.051834,Pure
-49.587963,-29.79582,Pure
14.840377,4.5070777,Coldharbour
5.4701524,3.3304353,Coldharbour
-5.1455812,0.08615782,Coldharbour
10.899029,18.0221,Coldharbour
11.237222,13.73154,Coldharbour
7.986325,13.384979,Coldharbour
40.246773,22.134907,Armind
8.697215,35.67511,Armind
12.517271,43.601795,Armind
27.544268,33.55427,Armind
31.822311,32.87627,Armind
31.570515,31.565968,Armind
-29.591263,-24.413193,FSOE
-28.314924,-29.0721,FSOE
-25.42688,-35.74101,FSOE
-35.383537,-33.53209,FSOE
-36.843395,-35.297405,FSOE
-35.853004,-32.912468,FSOE
24.956324,18.001034,Armind
26.657318,0.07172319,Armind
19.369814,33.921963,Armind
13.935721,39.298912,Armind
26.802967,27.568066,Armind
26.968506,28.262346,Armind
5.305069,-34.0663,Pure
-5.3225565,25.145151,Pure
-10.9688425,-20.684904,Pure
-1.4150763,9.17085,Pure
4.751935,-35.93431,Pure
12.637566,-37.18759,Pure
0.76438063,-20.038542,WAO138
-18.893003,-28.95611,WAO138
-43.86738,18.540945,WAO138
-41.981262,13.052943,WAO138
-38.549496,16.662956,WAO138
-50.95016,10.687,WAO138
-33.482018,-22.608677,Pure
-17.45208,-16.052616,Pure
-24.781454,-32.2252,Pure
-31.47402,-42.742092,Pure
-31.30151,-42.02941,Pure
-41.467857,-27.431055,Pure
-8.602102,-29.14556,Pure
-25.816347,-30.261581,Pure
-47.33995,-33.709324,Pure
-45.67716,-27.682503,Pure
-51.198257,-25.527212,Pure
-37.27264,-30.405262,Pure
30.630972,43.23951,Armind
39.990715,28.049927,Armind
13.797833,40.379864,Armind
10.161109,32.488132,Armind
31.628544,34.19859,Armind
26.007545,49.129887,Armind
48.949738,-15.898802,Anjunabeats
29.39937,-12.029081,Anjunabeats
-16.911297,-18.79615,Anjunabeats
18.89464,-34.382828,Anjunabeats
20.073154,-32.70125,Anjunabeats
32.118084,-27.165817,Anjunabeats
-43.809654,2.761073,FSOE
-23.295471,-17.198378,FSOE
0.9818324,34.957504,FSOE
-3.3946,19.667557,FSOE
-49.217236,-0.32632822,FSOE
-36.96081,-4.4702296,FSOE
-51.507908,-25.815176,Pure
-16.403967,7.4674683,Pure
-7.670192,-32.783424,Pure
-7.029933,-30.847805,Pure
-50.840656,-26.64975,Pure
-52.088444,-25.66322,Pure
-39.534073,15.071737,WAO138
